,2015,2016,2017,2018,2019,2020,2021,2022,2023
1,43.44993511100678,56.10435714646218,40.80747336083788,51.582514762785955,36.82563496955755,52.96615198924044,51.38955529474524,67.07643442687167,52.49281955956115
2,34.40012570871013,70.99993981700703,36.056457227264836,40.81320817548379,57.989448788176695,54.93209222604101,49.08805014565696,71.58113504771575,81.70241162629148
3,37.55363725674134,71.28067881783006,42.30551482946554,47.93815624014759,55.67069788719389,67.74463419563149,45.07130586027961,64.78612966695225,48.48107201721958
4,37.51019452227254,70.13690294518042,58.20385310803779,35.49930258329145,68.8382188441405,57.18951496882153,46.30198291449438,56.20187522812021,51.88889459736366
5,24.756752827333568,53.57631258172346,42.01352206781753,49.81042902829305,30.327768854615723,43.01468285180918,32.7078914105738,38.14645186331075,50.82872457019448
6,31.13219898235167,54.63428875251249,53.230985114775066,25.0847477018616,51.210599013563396,66.41452192928473,51.492123568886036,61.037240442995824,48.99497481431218
7,23.954120689896815,49.25078458850836,35.9013076758168,23.189854504653855,39.124542558781336,54.59335922775409,34.81564160517258,40.302632671195354,40.36893831205015
8,33.015959182458026,34.98984863176812,36.41823168432878,16.792953239060804,40.53311582967339,37.55417603351529,27.433286501087387,38.48739801062776,41.27215420840987
9,31.99058000449208,49.31831453201561,24.50622507834556,27.092688416827528,23.989795628515097,32.78626145506719,28.887619813767202,40.73616804941119,33.18159287235776
10,41.035652563036955,57.70304195166856,35.18318593618263,43.58980458449526,33.47474274718651,34.74160896135162,28.678509865912325,32.9788128391258,33.621222190556225
11,21.059920468551795,41.49927345372805,53.18763681199839,31.335498859885547,62.272646696208525,47.05806106482927,64.63597712575361,43.247095926656655,47.88609808950165
12,61.35977124057804,38.06320407582548,64.34411246396725,24.787546147349797,63.50063673613511,61.918072117228746,64.85226971576157,57.09189694217405,59.650432544221495
