,2015,2016,2017,2018,2019,2020,2021,2022,2023
1,47.356666769227004,42.40499030119128,46.98698345847871,38.83559893913173,26.45744431097328,36.21276094235421,44.29964130657332,46.65732358651345,33.22452152266654
2,40.01118435048597,46.888074486128914,38.49733423648509,39.366989968522184,57.10213590739813,31.346018399458224,46.117658091846856,46.37243258717471,75.93313284028041
3,38.935797315891456,60.09720826027202,40.685344875719544,56.733791455963015,40.86130429425386,53.59040750920548,41.59765563013297,51.275050845992546,29.02085841654187
4,36.584738735743436,56.416515258904944,46.22872745854081,37.15194216899777,58.9059975337543,39.42080259164667,38.616154524648735,46.53033624108355,34.64226786441613
5,25.574529750433506,49.73513532259028,33.60230282212236,49.60312213353284,22.313908468113585,30.651071020412342,28.02265466976986,28.836316950790863,40.62933302298479
6,32.163108604660145,41.37005774969747,45.962721029006914,39.27267790367124,50.195457914464924,60.26335785165457,52.67842650442079,59.18253559116072,37.39913189658644
7,23.523537400664715,39.8523536977671,27.42473823836888,28.47072370525612,32.90553681490438,43.54819688497952,29.443211016327943,29.114193331752567,27.79223752159796
8,35.144122638996635,22.648805484504795,25.860927023969424,16.193266595739164,34.33895626976414,25.362890425165876,21.906574503684386,28.52302122483271,27.50015928846019
9,37.40513671746403,47.830794902500195,19.21966230346997,22.626617288513547,17.754854494688775,22.610391781147662,20.156547740701022,31.359010619333112,22.397736600944103
10,45.47633972301779,52.14672329015419,23.17171045111831,41.319932367465015,24.33581855003689,27.749930623532247,21.199200909931545,22.327802235429175,24.80168268136568
11,15.72891640986937,32.18848977012682,41.30230332139557,29.533600923850734,50.90585893641702,26.548611312787575,58.13824041291565,25.79028929435552,32.840008385985875
12,44.47945172058835,41.48681734276144,53.64355100529954,26.25398175141736,46.95902819780394,49.21752586093653,44.267417955015475,42.3751343708949,39.07430361438876
